log_hhsize,region,fer_electrique,fer_charbon,bonbonne_gaz,ventilo,voiture,ordinateur,frigo,type_logement,statut_occup,eclairage,materiau_toit,nature_sol,source_eau_ss,materiau_mur,tx_promiscuite,dem_emp_rate,activ12m,age,educ_hi,sexe,mode_evac_ordure,type_sanitaire,partage_sanitaire,excrement_hors_concess,evac_eau_usees,milieu,pauvre,hhid,source
2.772588722239781,14,2,2,2,1,2,2,2,2,2,1,3,3,2,2,1.7777777777777777,6.25,2,61.0,1.0,1,5,2,2,4.0,3,2.0,1,58205.0,2
1.791759469228055,14,2,1,1,2,2,2,2,2,3,1,3,2,2,2,3.0,16.666666666666664,2,48.0,4.0,1,1,1,2,2.0,4,2.0,1,58204.0,2
2.70805020110221,14,2,1,2,2,2,2,2,2,2,1,3,2,2,4,1.3636363636363635,6.666666666666667,2,46.0,1.0,1,5,2,2,,4,2.0,0,58203.0,2
2.302585092994046,14,2,2,2,2,2,2,2,2,3,4,5,3,2,2,5.0,10.0,2,40.0,1.0,1,5,2,2,2.0,4,2.0,1,58202.0,2
2.302585092994046,14,2,1,2,2,2,2,2,2,3,1,3,3,2,2,2.0,30.0,2,60.0,1.0,1,1,2,2,2.0,4,2.0,0,58201.0,2
2.5649493574615367,14,2,2,2,2,2,2,2,2,2,4,3,2,1,2,2.6,7.6923076923076925,1,61.0,1.0,1,1,2,2,2.0,4,2.0,0,58112.0,2
2.833213344056216,14,2,2,2,2,2,2,2,2,3,3,3,1,1,1,1.8888888888888888,23.52941176470588,2,43.0,1.0,1,3,1,2,2.0,4,2.0,1,58110.0,2
2.0794415416798357,14,2,1,2,2,2,2,2,2,2,3,5,2,1,1,1.6,25.0,1,31.0,1.0,2,5,2,2,2.0,4,2.0,1,58109.0,2
2.3978952727983707,14,2,2,2,2,2,2,2,2,3,4,3,2,1,2,2.75,25.0,2,39.0,1.0,1,3,2,2,2.0,4,2.0,1,58108.0,2
1.6094379124341003,14,2,2,2,2,2,2,2,2,3,3,3,2,2,2,1.6666666666666667,20.0,2,34.0,1.0,2,3,2,2,2.0,4,2.0,1,58107.0,2
2.1972245773362196,14,2,1,2,2,2,2,2,2,2,4,3,3,1,4,1.8,22.22222222222222,2,44.0,1.0,1,5,2,2,,4,2.0,0,58106.0,2
1.3862943611198906,14,2,2,2,2,2,2,2,2,3,3,3,2,1,2,1.3333333333333333,40.0,2,46.0,1.0,1,3,2,2,2.0,4,2.0,0,58104.0,2
2.70805020110221,14,2,2,2,2,2,2,2,2,2,3,3,3,1,4,1.1538461538461537,6.666666666666667,2,57.0,1.0,1,5,2,2,4.0,4,2.0,1,58103.0,2
1.6094379124341003,14,2,2,2,2,2,2,2,2,2,3,3,2,2,1,1.25,0.0,1,51.0,1.0,2,5,1,2,2.0,4,2.0,1,58102.0,2
1.9459101490553132,14,2,2,2,2,2,2,2,2,2,3,1,1,2,1,0.875,0.0,1,60.0,1.0,1,5,2,2,4.0,4,2.0,0,58101.0,2
2.70805020110221,14,2,1,1,1,2,2,2,2,2,1,3,2,3,1,1.5,40.0,2,80.0,1.0,1,5,2,2,,4,2.0,1,57613.0,2
2.3978952727983707,14,2,1,1,2,2,2,2,2,2,1,3,3,2,2,1.375,18.181818181818183,2,43.0,3.0,1,5,2,1,,4,2.0,0,57610.0,2
2.3978952727983707,14,2,2,2,2,2,2,2,2,2,1,3,3,2,2,1.8333333333333333,45.45454545454545,2,25.0,1.0,1,5,2,2,,4,2.0,1,57609.0,2
2.0794415416798357,14,2,1,1,2,2,2,2,2,2,1,3,3,2,2,1.6,12.5,2,34.0,4.0,1,5,2,2,,4,2.0,0,57608.0,2
3.091042453358316,14,2,1,1,1,2,2,2,2,2,1,3,3,2,2,1.6923076923076923,12.0,2,81.0,1.0,1,5,2,2,,4,2.0,0,57607.0,2
2.4849066497880004,14,2,2,2,2,2,2,2,2,2,1,3,3,2,2,1.7142857142857142,8.333333333333332,1,86.0,1.0,1,5,2,2,,4,2.0,0,57606.0,2
2.70805020110221,14,2,1,1,2,2,2,2,2,2,1,3,2,2,2,3.0,6.666666666666667,1,79.0,1.0,1,5,2,2,4.0,4,2.0,1,57604.0,2
2.4849066497880004,14,2,1,1,2,2,2,2,2,2,1,3,2,3,2,2.0,50.0,2,61.0,4.0,1,5,2,2,,4,2.0,1,57602.0,2
1.3862943611198906,14,2,2,1,1,2,2,2,2,3,1,3,2,2,2,0.8,25.0,1,72.0,1.0,2,5,2,2,,4,2.0,0,57601.0,2
3.4657359027997265,14,2,1,1,2,2,2,2,2,2,3,3,2,2,1,1.0666666666666667,25.0,2,39.0,3.0,1,3,2,2,2.0,4,2.0,1,57512.0,2
2.4849066497880004,14,2,1,1,2,2,2,2,3,2,6,3,3,2,3,2.4,33.33333333333333,1,72.0,1.0,1,5,2,2,,4,2.0,1,57511.0,2
2.1972245773362196,14,2,2,2,2,2,2,2,2,3,3,3,3,2,1,2.25,33.33333333333333,2,47.0,1.0,1,3,2,1,2.0,4,2.0,1,57510.0,2
3.091042453358316,14,2,1,2,2,2,2,2,2,2,4,3,3,2,4,2.2,18.181818181818183,2,50.0,1.0,1,5,2,2,,4,2.0,1,57509.0,2
2.995732273553991,14,2,1,2,1,2,2,2,2,2,3,3,3,3,1,1.4285714285714286,5.0,2,49.0,1.0,1,5,2,2,2.0,1,2.0,1,57508.0,2
2.9444389791664403,14,2,2,1,2,2,2,2,2,2,3,3,3,3,2,2.111111111111111,47.368421052631575,2,52.0,1.0,1,3,2,2,2.0,4,2.0,1,57507.0,2
